,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,puzzle,astar_f_close_list,wstar100_f_close_list,wstar10_f_close_list,wstar5_f_close_list,wstar2_5_f_close_list,wstar3_f_close_list,wstar2_f_close_list,wstar1_5_f_close_list,wstar1_1_f_close_list,y_star3_f_close_list,maor_f_close_list,maor2_f_close_list,astar_f_len,wstar100_f_len,wstar10_f_len,wstar5_f_len,wstar2_5_f_len,wstar3_f_len,wstar2_f_len,wstar1_5_f_len,wstar1_1_f_len,y_star3_f_len,maor_f_len,maor2_f_len
8361,8361,8361.0,8361.0,,"(3, 1, 8, 2, 7, 4, 5, 6, '_')",1566.0,767.0,1247.0,790.0,188.0,181.0,828.0,2357.0,1526.0,1372.0,1527.0,1526.0,22.0,56.0,48.0,44.0,26.0,26.0,26.0,26.0,22.0,22.0,22.0,22.0
8362,8362,8362.0,8362.0,,"(1, 6, 5, 7, 3, 2, 8, 4, '_')",663.0,668.0,435.0,166.0,188.0,167.0,515.0,155.0,290.0,296.0,387.0,388.0,18.0,44.0,28.0,28.0,22.0,22.0,22.0,18.0,18.0,18.0,18.0,18.0
8363,8363,8363.0,8363.0,,"(8, 5, 6, 3, 7, 2, 4, 1, '_')",2572.0,808.0,1572.0,507.0,536.0,455.0,720.0,836.0,1052.0,1706.0,2209.0,1323.0,24.0,58.0,58.0,38.0,30.0,28.0,28.0,24.0,24.0,24.0,24.0,24.0
8364,8364,8364.0,8364.0,,"(5, 7, 2, 8, 4, 6, 1, 3, '_')",4229.0,811.0,747.0,906.0,818.0,701.0,1007.0,909.0,1775.0,2201.0,3809.0,3183.0,24.0,44.0,42.0,34.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
8365,8365,8365.0,8365.0,,"(2, 5, 1, 4, 7, 6, 3, 8, '_')",2237.0,455.0,325.0,1034.0,1061.0,1121.0,923.0,1100.0,1107.0,1487.0,1742.0,1601.0,22.0,30.0,30.0,30.0,22.0,22.0,26.0,22.0,22.0,22.0,22.0,22.0
8366,8366,8366.0,8366.0,,"(4, 5, 1, 8, 3, 2, 7, 6, '_')",1480.0,121.0,121.0,140.0,880.0,715.0,838.0,866.0,891.0,788.0,1121.0,1023.0,20.0,28.0,28.0,26.0,22.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0
8367,8367,8367.0,8367.0,,"(3, 1, 8, 2, 4, 7, 6, 5, '_')",911.0,319.0,306.0,269.0,690.0,631.0,877.0,356.0,824.0,779.0,867.0,824.0,22.0,40.0,40.0,28.0,28.0,28.0,24.0,24.0,22.0,22.0,22.0,22.0
8368,8368,8368.0,8368.0,,"(3, 4, 1, 8, 5, 2, 7, 6, '_')",930.0,882.0,845.0,531.0,808.0,788.0,900.0,945.0,816.0,435.0,842.0,798.0,20.0,56.0,52.0,32.0,24.0,24.0,24.0,20.0,20.0,20.0,20.0,20.0
8369,8369,8369.0,8369.0,,"(3, 5, 1, 4, 7, 6, 8, 2, '_')",314.0,826.0,724.0,1791.0,730.0,976.0,370.0,286.0,286.0,210.0,286.0,274.0,18.0,66.0,42.0,40.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
8370,8370,8370.0,8370.0,,"(7, 5, 4, 3, 6, 2, 1, 8, '_')",3119.0,394.0,963.0,759.0,335.0,373.0,952.0,1178.0,1034.0,1894.0,2380.0,1036.0,24.0,54.0,64.0,28.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
8371,8371,8371.0,8371.0,,"(4, 6, 2, 7, 5, 1, 8, 3, '_')",1150.0,450.0,432.0,223.0,192.0,197.0,408.0,823.0,853.0,736.0,852.0,893.0,20.0,44.0,44.0,26.0,22.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0
8372,8372,8372.0,8372.0,,"(3, 7, 6, 1, 2, 5, 4, 8, '_')",528.0,102.0,102.0,102.0,106.0,106.0,461.0,593.0,454.0,404.0,454.0,474.0,18.0,24.0,24.0,24.0,24.0,24.0,22.0,22.0,18.0,18.0,18.0,18.0
8373,8373,8373.0,8373.0,,"(4, 6, 2, 1, 5, 7, 3, 8, '_')",4207.0,810.0,783.0,331.0,1802.0,657.0,4111.0,3001.0,2816.0,2435.0,3894.0,1717.0,24.0,46.0,46.0,32.0,32.0,32.0,24.0,24.0,24.0,24.0,24.0,24.0
8374,8374,8374.0,8374.0,,"(3, 2, 7, 5, 6, 1, 8, 4, '_')",17567.0,342.0,259.0,161.0,377.0,288.0,1772.0,2907.0,7060.0,7668.0,17346.0,9605.0,28.0,38.0,38.0,30.0,30.0,30.0,30.0,28.0,28.0,28.0,28.0,28.0
8375,8375,8375.0,8375.0,,"(5, 8, 4, 6, 1, 2, 3, 7, '_')",1182.0,825.0,559.0,335.0,538.0,839.0,346.0,962.0,823.0,946.0,877.0,902.0,24.0,64.0,54.0,42.0,32.0,42.0,30.0,28.0,24.0,24.0,24.0,24.0
8376,8376,8376.0,8376.0,,"(4, 2, 7, 8, 6, 1, 5, 3, '_')",455.0,573.0,434.0,331.0,1322.0,1395.0,1215.0,481.0,361.0,250.0,400.0,298.0,20.0,44.0,34.0,34.0,26.0,26.0,26.0,20.0,20.0,20.0,20.0,20.0
8377,8377,8377.0,8377.0,,"(7, 4, 1, 5, 8, 3, 6, 2, '_')",529.0,180.0,179.0,269.0,599.0,614.0,515.0,198.0,180.0,152.0,219.0,152.0,20.0,30.0,30.0,30.0,24.0,24.0,20.0,20.0,20.0,20.0,20.0,20.0
8378,8378,8378.0,8378.0,,"(5, 3, 8, 2, 4, 6, 1, 7, '_')",410.0,731.0,348.0,437.0,1305.0,1097.0,880.0,621.0,378.0,210.0,378.0,363.0,18.0,40.0,28.0,28.0,22.0,28.0,22.0,18.0,18.0,18.0,18.0,18.0
8379,8379,8379.0,8379.0,,"(6, 2, 1, 8, 7, 5, 4, 3, '_')",4052.0,463.0,445.0,366.0,1162.0,1206.0,1040.0,976.0,1537.0,1735.0,3348.0,2706.0,24.0,44.0,44.0,32.0,24.0,24.0,26.0,24.0,24.0,24.0,24.0,24.0
8380,8380,8380.0,8380.0,,"(1, 5, 4, 7, 6, 3, 8, 2, '_')",564.0,670.0,721.0,1143.0,681.0,679.0,1134.0,744.0,556.0,509.0,558.0,532.0,18.0,38.0,38.0,24.0,24.0,24.0,24.0,18.0,18.0,18.0,18.0,18.0
8381,8381,8381.0,8381.0,,"(8, 3, 4, 5, 6, 1, 7, 2, '_')",3108.0,205.0,205.0,223.0,599.0,328.0,1479.0,2380.0,2467.0,1740.0,2501.0,2701.0,24.0,32.0,32.0,32.0,32.0,32.0,30.0,26.0,24.0,24.0,24.0,24.0
8382,8382,8382.0,8382.0,,"(3, 6, 8, 2, 1, 7, 4, 5, '_')",83.0,92.0,92.0,91.0,82.0,85.0,71.0,57.0,57.0,57.0,57.0,57.0,16.0,22.0,22.0,22.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
8383,8383,8383.0,8383.0,,"(4, 7, 8, 3, 6, 2, 5, 1, '_')",14748.0,730.0,621.0,725.0,1833.0,1404.0,2257.0,2707.0,5708.0,8361.0,14336.0,8021.0,28.0,60.0,46.0,38.0,36.0,32.0,28.0,30.0,28.0,28.0,28.0,28.0
8384,8384,8384.0,8384.0,,"(7, 8, 4, 5, 2, 1, 6, 3, '_')",1288.0,427.0,390.0,708.0,634.0,649.0,489.0,596.0,409.0,457.0,703.0,386.0,24.0,42.0,42.0,38.0,30.0,30.0,28.0,24.0,24.0,24.0,24.0,24.0
8385,8385,8385.0,8385.0,,"(5, 6, 2, 3, 1, 8, 4, 7, '_')",144.0,900.0,1035.0,850.0,582.0,553.0,342.0,157.0,132.0,132.0,132.0,132.0,16.0,54.0,44.0,40.0,26.0,26.0,18.0,18.0,16.0,16.0,16.0,16.0
8386,8386,8386.0,8386.0,,"(8, 6, 4, 5, 1, 3, 7, 2, '_')",19781.0,904.0,1023.0,655.0,374.0,369.0,1572.0,5779.0,8893.0,13568.0,19496.0,11763.0,28.0,60.0,48.0,30.0,30.0,30.0,30.0,28.0,28.0,28.0,28.0,28.0
8387,8387,8387.0,8387.0,,"(6, 1, 2, 4, 7, 5, 8, 3, '_')",2511.0,121.0,120.0,169.0,902.0,901.0,1017.0,1048.0,1218.0,1887.0,2071.0,1093.0,22.0,30.0,30.0,30.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
8388,8388,8388.0,8388.0,,"(6, 8, 2, 4, 5, 1, 3, 7, '_')",5195.0,280.0,280.0,512.0,1121.0,1160.0,1613.0,2074.0,2522.0,2674.0,4461.0,3732.0,26.0,48.0,48.0,42.0,32.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
8389,8389,8389.0,8389.0,,"(6, 8, 4, 1, 3, 2, 7, 5, '_')",642.0,205.0,208.0,291.0,452.0,262.0,806.0,357.0,568.0,305.0,567.0,468.0,20.0,32.0,32.0,28.0,28.0,28.0,28.0,22.0,20.0,20.0,20.0,20.0
8390,8390,8390.0,8390.0,,"(1, 6, 5, 8, 2, 3, 7, 4, '_')",6894.0,784.0,707.0,672.0,2677.0,2254.0,1402.0,3547.0,5385.0,3785.0,6567.0,5910.0,24.0,40.0,38.0,32.0,30.0,30.0,26.0,26.0,24.0,24.0,24.0,24.0
8391,8391,8391.0,8391.0,,"(5, 2, 3, 6, 7, 4, 8, 1, '_')",4250.0,429.0,428.0,617.0,1008.0,1101.0,1042.0,1127.0,1751.0,1859.0,3771.0,2708.0,24.0,56.0,56.0,34.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,24.0
8392,8392,8392.0,8392.0,,"(5, 4, 3, 1, 6, 8, 2, 7, '_')",252.0,227.0,146.0,121.0,123.0,123.0,124.0,111.0,120.0,216.0,119.0,96.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,16.0,16.0,16.0,16.0,16.0
8393,8393,8393.0,8393.0,,"(7, 4, 1, 2, 6, 8, 5, 3, '_')",645.0,460.0,338.0,258.0,150.0,152.0,167.0,187.0,260.0,432.0,322.0,219.0,20.0,30.0,30.0,22.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0,20.0
8394,8394,8394.0,8394.0,,"(5, 3, 6, 1, 8, 7, 2, 4, '_')",397.0,771.0,452.0,603.0,815.0,1009.0,411.0,536.0,315.0,274.0,344.0,332.0,18.0,38.0,30.0,30.0,22.0,26.0,22.0,22.0,18.0,18.0,18.0,18.0
8395,8395,8395.0,8395.0,,"(7, 5, 4, 2, 1, 3, 6, 8, '_')",3741.0,312.0,313.0,269.0,739.0,489.0,1388.0,2059.0,3204.0,3034.0,3203.0,3429.0,24.0,50.0,50.0,40.0,30.0,34.0,28.0,26.0,24.0,24.0,24.0,24.0
8396,8396,8396.0,8396.0,,"(1, 3, 5, 7, 4, 6, 2, 8, '_')",60.0,33.0,33.0,33.0,33.0,33.0,33.0,39.0,39.0,49.0,39.0,39.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
8397,8397,8397.0,8397.0,,"(2, 3, 5, 1, 8, 4, 7, 6, '_')",31.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
8398,8398,8398.0,8398.0,,"(6, 7, 5, 8, 3, 4, 1, 2, '_')",14198.0,674.0,684.0,621.0,556.0,604.0,2343.0,2700.0,5208.0,5528.0,13429.0,6847.0,28.0,58.0,58.0,38.0,32.0,32.0,30.0,28.0,28.0,28.0,28.0,28.0
8399,8399,8399.0,8399.0,,"(4, 2, 3, 1, 5, 8, 7, 6, '_')",2239.0,713.0,609.0,788.0,954.0,971.0,784.0,825.0,995.0,1527.0,1900.0,1193.0,20.0,36.0,26.0,24.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
8400,8400,8400.0,8400.0,,"(4, 6, 2, 5, 8, 7, 3, 1, '_')",1183.0,426.0,476.0,709.0,354.0,356.0,401.0,263.0,387.0,657.0,529.0,387.0,22.0,48.0,48.0,38.0,28.0,28.0,22.0,22.0,22.0,22.0,22.0,22.0
8401,8401,8401.0,8401.0,,"(6, 5, 4, 8, 7, 2, 1, 3, '_')",784.0,724.0,542.0,536.0,169.0,190.0,179.0,234.0,288.0,558.0,367.0,328.0,22.0,42.0,38.0,22.0,24.0,24.0,24.0,22.0,22.0,22.0,22.0,22.0
8402,8402,8402.0,8402.0,,"(8, 7, 5, 6, 2, 1, 3, 4, '_')",2144.0,285.0,284.0,213.0,245.0,245.0,281.0,438.0,600.0,731.0,389.0,401.0,26.0,34.0,34.0,34.0,34.0,34.0,30.0,26.0,26.0,26.0,26.0,26.0
8403,8403,8403.0,8403.0,,"(5, 3, 2, 7, 6, 1, 4, 8, '_')",13419.0,708.0,699.0,414.0,2532.0,2170.0,3764.0,6260.0,6676.0,6195.0,13419.0,8782.0,26.0,42.0,34.0,32.0,28.0,28.0,28.0,26.0,26.0,26.0,26.0,26.0
8404,8404,8404.0,8404.0,,"(6, 7, 2, 8, 1, 4, 3, 5, '_')",1750.0,813.0,915.0,289.0,183.0,363.0,103.0,144.0,529.0,961.0,997.0,768.0,24.0,58.0,50.0,38.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
8405,8405,8405.0,8405.0,,"(3, 8, 5, 4, 2, 6, 7, 1, '_')",347.0,673.0,684.0,666.0,1148.0,1244.0,537.0,331.0,299.0,267.0,301.0,307.0,18.0,46.0,38.0,36.0,18.0,24.0,18.0,18.0,18.0,18.0,18.0,18.0
8406,8406,8406.0,8406.0,,"(5, 4, 7, 2, 6, 1, 3, 8, '_')",12004.0,402.0,186.0,154.0,181.0,169.0,403.0,275.0,3880.0,7079.0,11156.0,7624.0,28.0,54.0,36.0,36.0,36.0,36.0,28.0,28.0,28.0,28.0,28.0,28.0
8407,8407,8407.0,8407.0,,"(4, 1, 7, 8, 2, 5, 3, 6, '_')",3398.0,895.0,527.0,297.0,368.0,327.0,621.0,928.0,2277.0,3124.0,2858.0,2386.0,24.0,50.0,34.0,34.0,30.0,30.0,26.0,26.0,24.0,24.0,24.0,24.0
8408,8408,8408.0,8408.0,,"(4, 7, 6, 5, 2, 8, 1, 3, '_')",4096.0,490.0,359.0,1070.0,1206.0,1892.0,1984.0,4007.0,4035.0,2728.0,4072.0,3897.0,24.0,36.0,36.0,36.0,28.0,28.0,28.0,28.0,24.0,24.0,24.0,24.0
8409,8409,8409.0,8409.0,,"(7, 2, 1, 5, 8, 6, 3, 4, '_')",9331.0,640.0,344.0,327.0,972.0,2225.0,1322.0,3124.0,4061.0,5140.0,9005.0,7285.0,26.0,52.0,36.0,36.0,28.0,32.0,28.0,26.0,26.0,26.0,26.0,26.0
8410,8410,8410.0,8410.0,,"(4, 2, 6, 3, 1, 8, 5, 7, '_')",240.0,457.0,271.0,97.0,75.0,75.0,74.0,73.0,91.0,184.0,90.0,70.0,16.0,30.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
8411,8411,8411.0,8411.0,,"(5, 8, 6, 2, 3, 7, 1, 4, '_')",647.0,236.0,236.0,275.0,402.0,377.0,606.0,518.0,579.0,374.0,579.0,542.0,20.0,46.0,46.0,36.0,28.0,28.0,26.0,22.0,20.0,20.0,20.0,20.0
8412,8412,8412.0,8412.0,,"(2, 3, 4, 5, 6, 7, 1, 8, '_')",2154.0,162.0,161.0,176.0,254.0,182.0,375.0,687.0,933.0,1700.0,1739.0,1470.0,22.0,28.0,28.0,24.0,24.0,24.0,22.0,22.0,22.0,22.0,22.0,22.0
8413,8413,8413.0,8413.0,,"(3, 6, 2, 1, 7, 5, 4, 8, '_')",342.0,225.0,230.0,355.0,179.0,201.0,122.0,107.0,171.0,176.0,170.0,151.0,16.0,28.0,28.0,28.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
8414,8414,8414.0,8414.0,,"(6, 4, 5, 8, 7, 1, 2, 3, '_')",5870.0,734.0,542.0,340.0,442.0,299.0,292.0,1123.0,2119.0,3293.0,4896.0,2941.0,26.0,52.0,40.0,40.0,28.0,34.0,26.0,26.0,26.0,26.0,26.0,26.0
8415,8415,8415.0,8415.0,,"(5, 6, 3, 8, 7, 2, 1, 4, '_')",10905.0,726.0,226.0,291.0,451.0,497.0,809.0,1805.0,4457.0,4836.0,10567.0,6674.0,26.0,48.0,30.0,30.0,28.0,28.0,28.0,26.0,26.0,26.0,26.0,26.0
8416,8416,8416.0,8416.0,,"(8, 5, 4, 7, 3, 1, 2, 6, '_')",6463.0,98.0,98.0,138.0,340.0,226.0,629.0,1688.0,2530.0,2429.0,5603.0,3384.0,26.0,30.0,30.0,30.0,30.0,30.0,30.0,28.0,26.0,26.0,26.0,26.0
8417,8417,8417.0,8417.0,,"(1, 4, 7, 6, 5, 3, 2, 8, '_')",8866.0,782.0,1230.0,1579.0,1538.0,941.0,2757.0,3494.0,3915.0,3615.0,8345.0,5639.0,26.0,54.0,54.0,36.0,30.0,30.0,26.0,26.0,26.0,26.0,26.0,26.0
8418,8418,8418.0,8418.0,,"(3, 7, 6, 1, 5, 4, 2, 8, '_')",573.0,631.0,664.0,178.0,502.0,585.0,460.0,376.0,375.0,505.0,374.0,413.0,20.0,46.0,46.0,32.0,20.0,28.0,20.0,20.0,20.0,20.0,20.0,20.0
8419,8419,8419.0,8419.0,,"(8, 7, 5, 6, 2, 4, 1, 3, '_')",4484.0,830.0,693.0,928.0,830.0,329.0,1208.0,1347.0,3004.0,4273.0,3271.0,2337.0,26.0,68.0,50.0,50.0,38.0,38.0,32.0,28.0,26.0,26.0,26.0,26.0
8420,8420,8420.0,8420.0,,"(4, 1, 5, 6, 2, 8, 7, 3, '_')",227.0,802.0,440.0,606.0,279.0,404.0,147.0,94.0,97.0,178.0,96.0,96.0,16.0,52.0,28.0,28.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
8421,8421,8421.0,8421.0,,"(4, 6, 5, 7, 1, 2, 8, 3, '_')",1199.0,769.0,719.0,1978.0,866.0,843.0,805.0,432.0,525.0,993.0,760.0,686.0,20.0,38.0,40.0,32.0,26.0,26.0,20.0,20.0,20.0,20.0,20.0,20.0
8422,8422,8422.0,8422.0,,"(6, 1, 3, 5, 2, 7, 8, 4, '_')",867.0,225.0,219.0,175.0,450.0,385.0,495.0,520.0,501.0,404.0,522.0,371.0,20.0,28.0,28.0,28.0,24.0,28.0,24.0,20.0,20.0,20.0,20.0,20.0
8423,8423,8423.0,8423.0,,"(7, 4, 2, 1, 6, 3, 5, 8, '_')",246.0,327.0,822.0,411.0,396.0,410.0,310.0,316.0,241.0,163.0,241.0,241.0,16.0,42.0,42.0,32.0,18.0,18.0,18.0,16.0,16.0,16.0,16.0,16.0
8424,8424,8424.0,8424.0,,"(6, 8, 4, 1, 7, 3, 2, 5, '_')",886.0,568.0,630.0,1557.0,1357.0,1656.0,975.0,1035.0,674.0,639.0,684.0,730.0,22.0,38.0,38.0,38.0,24.0,34.0,24.0,22.0,22.0,22.0,22.0,22.0
8425,8425,8425.0,8425.0,,"(1, 4, 7, 2, 8, 3, 6, 5, '_')",3277.0,294.0,246.0,247.0,877.0,963.0,1318.0,903.0,1225.0,1395.0,2459.0,2398.0,24.0,52.0,38.0,38.0,30.0,30.0,30.0,24.0,24.0,24.0,24.0,24.0
8426,8426,8426.0,8426.0,,"(6, 1, 7, 3, 2, 5, 8, 4, '_')",2277.0,807.0,1093.0,716.0,904.0,280.0,468.0,664.0,791.0,1615.0,1505.0,1192.0,24.0,58.0,40.0,46.0,30.0,30.0,28.0,24.0,24.0,24.0,24.0,24.0
8427,8427,8427.0,8427.0,,"(3, 1, 5, 2, 7, 8, 4, 6, '_')",176.0,673.0,1425.0,305.0,773.0,851.0,324.0,177.0,133.0,169.0,133.0,169.0,16.0,56.0,42.0,26.0,16.0,22.0,16.0,16.0,16.0,16.0,16.0,16.0
8428,8428,8428.0,8428.0,,"(5, 6, 2, 3, 4, 1, 8, 7, '_')",8890.0,864.0,964.0,457.0,531.0,486.0,1339.0,1263.0,3195.0,7771.0,8571.0,5441.0,26.0,60.0,52.0,34.0,30.0,34.0,28.0,26.0,26.0,26.0,26.0,26.0
8429,8429,8429.0,8429.0,,"(7, 8, 3, 6, 1, 4, 5, 2, '_')",2595.0,802.0,794.0,350.0,706.0,953.0,525.0,1583.0,1737.0,1856.0,1741.0,1921.0,24.0,54.0,46.0,40.0,32.0,32.0,26.0,26.0,24.0,24.0,24.0,24.0
8430,8430,8430.0,8430.0,,"(4, 6, 7, 3, 5, 2, 1, 8, '_')",3360.0,187.0,187.0,145.0,716.0,148.0,1065.0,1512.0,1837.0,3340.0,2838.0,2559.0,24.0,36.0,36.0,32.0,28.0,32.0,26.0,26.0,24.0,24.0,24.0,24.0
8431,8431,8431.0,8431.0,,"(1, 6, 4, 2, 8, 5, 3, 7, '_')",1460.0,843.0,468.0,542.0,1016.0,813.0,692.0,431.0,578.0,1025.0,826.0,798.0,22.0,70.0,52.0,42.0,30.0,30.0,22.0,22.0,22.0,22.0,22.0,22.0
8432,8432,8432.0,8432.0,,"(4, 6, 7, 1, 5, 3, 2, 8, '_')",4096.0,762.0,1117.0,828.0,1214.0,1012.0,1479.0,1821.0,1956.0,3215.0,3578.0,2044.0,24.0,44.0,38.0,34.0,28.0,28.0,24.0,24.0,24.0,24.0,24.0,24.0
8433,8433,8433.0,8433.0,,"(8, 6, 5, 1, 3, 4, 2, 7, '_')",18740.0,637.0,858.0,618.0,276.0,278.0,1319.0,4175.0,8001.0,8697.0,18413.0,10791.0,28.0,50.0,42.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
8434,8434,8434.0,8434.0,,"(3, 1, 4, 6, 2, 8, 7, 5, '_')",738.0,378.0,328.0,552.0,348.0,343.0,496.0,650.0,547.0,586.0,556.0,551.0,20.0,40.0,34.0,24.0,24.0,24.0,24.0,20.0,20.0,20.0,20.0,20.0
8435,8435,8435.0,8435.0,,"(1, 7, 6, 3, 4, 5, 2, 8, '_')",691.0,543.0,552.0,374.0,464.0,444.0,542.0,419.0,402.0,677.0,408.0,382.0,20.0,46.0,46.0,34.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0
8436,8436,8436.0,8436.0,,"(3, 1, 6, 2, 7, 4, 8, 5, '_')",2283.0,705.0,571.0,436.0,639.0,807.0,825.0,694.0,1002.0,2086.0,1804.0,1782.0,22.0,52.0,42.0,30.0,26.0,28.0,24.0,22.0,22.0,22.0,22.0,22.0
8437,8437,8437.0,8437.0,,"(3, 5, 6, 4, 2, 8, 7, 1, '_')",520.0,576.0,536.0,272.0,292.0,293.0,273.0,229.0,243.0,325.0,273.0,235.0,18.0,32.0,32.0,20.0,20.0,20.0,18.0,18.0,18.0,18.0,18.0,18.0
8438,8438,8438.0,8438.0,,"(2, 3, 8, 6, 1, 5, 7, 4, '_')",854.0,608.0,803.0,1044.0,328.0,329.0,297.0,358.0,448.0,542.0,523.0,519.0,20.0,40.0,34.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
8439,8439,8439.0,8439.0,,"(2, 1, 5, 4, 6, 3, 8, 7, '_')",1430.0,908.0,379.0,1227.0,408.0,412.0,452.0,677.0,699.0,1238.0,1091.0,942.0,20.0,52.0,34.0,32.0,22.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0
8440,8440,8440.0,8440.0,,"(3, 1, 7, 5, 8, 4, 2, 6, '_')",16286.0,406.0,322.0,294.0,921.0,323.0,320.0,1105.0,6249.0,10566.0,15837.0,10676.0,28.0,44.0,44.0,38.0,28.0,32.0,28.0,28.0,28.0,28.0,28.0,28.0
8441,8441,8441.0,8441.0,,"(1, 4, 6, 8, 7, 5, 2, 3, '_')",11735.0,798.0,817.0,2117.0,1159.0,953.0,2373.0,3172.0,5340.0,8917.0,11447.0,7249.0,26.0,40.0,42.0,36.0,28.0,28.0,26.0,26.0,26.0,26.0,26.0,26.0
8442,8442,8442.0,8442.0,,"(5, 4, 7, 3, 2, 8, 1, 6, '_')",6670.0,292.0,295.0,491.0,442.0,261.0,4408.0,4167.0,4240.0,6498.0,6043.0,3311.0,26.0,48.0,48.0,42.0,34.0,34.0,30.0,26.0,26.0,26.0,26.0,26.0
8443,8443,8443.0,8443.0,,"(5, 4, 7, 1, 3, 8, 2, 6, '_')",7736.0,294.0,246.0,328.0,302.0,296.0,928.0,2062.0,3146.0,4991.0,7238.0,5663.0,26.0,52.0,38.0,38.0,30.0,30.0,30.0,26.0,26.0,26.0,26.0,26.0
8444,8444,8444.0,8444.0,,"(4, 7, 8, 6, 2, 1, 3, 5, '_')",11004.0,689.0,702.0,879.0,343.0,490.0,668.0,3189.0,4507.0,3444.0,9508.0,4329.0,28.0,50.0,50.0,44.0,34.0,34.0,30.0,28.0,28.0,28.0,28.0,28.0
8445,8445,8445.0,8445.0,,"(8, 3, 7, 6, 5, 4, 2, 1, '_')",2993.0,280.0,280.0,434.0,260.0,269.0,254.0,194.0,729.0,1197.0,1725.0,767.0,26.0,48.0,48.0,42.0,28.0,36.0,28.0,26.0,26.0,26.0,26.0,26.0
8446,8446,8446.0,8446.0,,"(6, 2, 4, 8, 1, 5, 7, 3, '_')",3998.0,146.0,146.0,159.0,409.0,637.0,1762.0,1709.0,1935.0,3031.0,3304.0,1570.0,24.0,34.0,34.0,34.0,30.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0
8447,8447,8447.0,8447.0,,"(4, 6, 7, 1, 5, 8, 3, 2, '_')",16397.0,717.0,479.0,945.0,863.0,863.0,2543.0,2680.0,6084.0,8103.0,16095.0,13665.0,28.0,60.0,50.0,38.0,34.0,32.0,30.0,28.0,28.0,28.0,28.0,28.0
8448,8448,8448.0,8448.0,,"(2, 6, 8, 5, 3, 4, 7, 1, '_')",1741.0,671.0,683.0,553.0,451.0,227.0,568.0,654.0,862.0,904.0,1336.0,1232.0,22.0,48.0,48.0,28.0,24.0,28.0,22.0,22.0,22.0,22.0,22.0,22.0
8449,8449,8449.0,8449.0,,"(1, 2, 7, 3, 4, 6, 8, 5, '_')",5235.0,948.0,848.0,235.0,953.0,986.0,393.0,867.0,2131.0,2231.0,4930.0,2906.0,24.0,56.0,52.0,28.0,26.0,30.0,24.0,24.0,24.0,24.0,24.0,24.0
8450,8450,8450.0,8450.0,,"(7, 3, 5, 2, 8, 1, 6, 4, '_')",2918.0,175.0,172.0,301.0,351.0,341.0,347.0,770.0,1275.0,2089.0,2369.0,1834.0,24.0,32.0,32.0,30.0,30.0,30.0,24.0,24.0,24.0,24.0,24.0,24.0
8451,8451,8451.0,8451.0,,"(6, 5, 8, 2, 4, 7, 3, 1, '_')",858.0,594.0,356.0,346.0,1051.0,1178.0,782.0,593.0,411.0,564.0,435.0,382.0,24.0,50.0,40.0,40.0,34.0,34.0,32.0,24.0,24.0,24.0,24.0,24.0
8452,8452,8452.0,8452.0,,"(6, 8, 1, 4, 5, 3, 2, 7, '_')",1279.0,269.0,269.0,373.0,309.0,236.0,249.0,481.0,524.0,1172.0,719.0,690.0,22.0,44.0,44.0,36.0,22.0,30.0,22.0,22.0,22.0,22.0,22.0,22.0
8453,8453,8453.0,8453.0,,"(6, 5, 8, 7, 2, 4, 3, 1, '_')",11826.0,667.0,1388.0,692.0,693.0,374.0,1134.0,357.0,4151.0,6751.0,10770.0,6211.0,28.0,58.0,64.0,44.0,38.0,38.0,28.0,28.0,28.0,28.0,28.0,28.0
